-2872,1424,-17008,-511,632,77,swipe_left,10
-2792,1240,-17152,-372,742,34,swipe_left,10
-3280,1260,-17000,-342,730,9,swipe_left,10
-2944,1312,-16992,-305,770,302,swipe_left,10
-2864,1300,-17284,-192,569,58,swipe_left,10
-2796,1244,-17112,139,526,144,swipe_left,10
-2992,1516,-17108,-49,607,304,swipe_left,10
288,5088,-16908,-390,1316,530,swipe_left,11
768,4964,-16736,-104,1480,20,swipe_left,11
664,4856,-16776,-413,1306,319,swipe_left,11
680,4596,-16780,-458,913,118,swipe_left,11
1024,4968,-16836,-457,497,174,swipe_left,11
852,4892,-16980,-442,772,74,swipe_left,11
1156,5128,-16828,-68,462,-821,swipe_left,11
1748,5188,-16284,722,-1166,-3336,swipe_left,11
-376,3916,-16664,3542,-4607,-8084,swipe_left,11
-4352,2600,-17384,4119,-4682,-9516,swipe_left,11
-6212,652,-15732,3726,-5037,-9016,swipe_left,11
-7088,-1832,-17112,2494,-625,-3014,swipe_left,11
-6032,-932,-16208,-1536,2350,972,swipe_left,11
-5588,-704,-16028,-724,1394,319,swipe_left,11
-4840,-320,-16348,-949,896,545,swipe_left,11
-5684,-416,-16076,-307,537,632,swipe_left,11
-5504,172,-16604,-1517,1561,778,swipe_left,11
-4840,392,-16324,-1735,-150,2395,swipe_left,11
-4868,1048,-16864,-2002,1295,1566,swipe_left,11
-5092,1852,-16696,-3357,1413,4026,swipe_left,11
-84,4596,-16932,-196,538,117,swipe_left,12
24,4768,-16772,-249,593,330,swipe_left,12
48,4600,-16936,18,425,120,swipe_left,12
-180,4524,-16604,-395,477,-13,swipe_left,12
-60,4880,-16928,-527,809,133,swipe_left,12
-352,4728,-17076,-251,553,150,swipe_left,12
216,5088,-16832,-145,466,138,swipe_left,12
52,4708,-16520,32,601,40,swipe_left,12
-204,4820,-16916,-457,904,351,swipe_left,12
136,4848,-16828,-408,125,391,swipe_left,12
1308,4904,-16328,-356,-990,-1627,swipe_left,12
-436,4044,-14464,4557,-5461,-10661,swipe_left,12
-5664,424,-15392,5214,-6869,-12725,swipe_left,12
-9184,-1200,-15836,1840,39,-4959,swipe_left,12
-6140,-1436,-16800,-1485,2246,1459,swipe_left,12
-5964,-624,-16044,-276,656,-145,swipe_left,12
-5780,-880,-16352,-874,1489,459,swipe_left,12
-5144,-532,-16192,-305,637,350,swipe_left,12
-5288,-564,-16520,-949,1249,479,swipe_left,12
-4896,-12,-16380,-716,1439,430,swipe_left,12
704,3616,-16940,-238,882,53,swipe_left,13
876,4196,-17100,-145,861,203,swipe_left,13
1056,3808,-16952,213,703,779,swipe_left,13
1156,3964,-17260,101,72,-51,swipe_left,13
988,3584,-17084,28,422,2,swipe_left,13
952,3984,-17272,-322,942,-50,swipe_left,13
772,3948,-16940,-405,771,340,swipe_left,13
716,3900,-17180,-568,363,130,swipe_left,13
1084,3888,-17616,-798,292,-222,swipe_left,13
1048,4032,-16932,-637,-573,-1895,swipe_left,13
1264,4076,-16088,2772,-6318,-8582,swipe_left,13
-6856,452,-16156,5654,-9433,-14658,swipe_left,13
-8060,-1992,-15504,1734,-931,-4278,swipe_left,13
-6604,-1416,-16600,-1417,1524,1524,swipe_left,13
-5964,-616,-16048,-1298,1159,239,swipe_left,13
-5892,216,-16252,-973,2084,-341,swipe_left,13
-5436,-188,-16316,-1450,2321,705,swipe_left,13
-4900,388,-16544,-873,1627,713,swipe_left,13
-4984,428,-16484,-451,946,841,swipe_left,13
-4964,520,-16520,-462,497,964,swipe_left,13
-2104,3276,-16816,-41,969,-231,swipe_left,14
-1492,3376,-16852,-99,766,53,swipe_left,14
-2060,2680,-17172,69,209,-241,swipe_left,14
-1464,3060,-16728,74,792,249,swipe_left,14
-1556,3332,-17228,136,783,64,swipe_left,14
-2184,2736,-17104,-143,846,-473,swipe_left,14
-1844,2848,-17328,-379,918,596,swipe_left,14
-1936,3148,-17520,-258,251,-29,swipe_left,14
-2096,2976,-17424,-684,760,-341,swipe_left,14
-112,3240,-16552,-188,-652,5,swipe_left,14
-344,2696,-16744,1912,-6050,-8445,swipe_left,14
-4756,672,-15720,3927,-5571,-8959,swipe_left,14
-6828,-916,-15196,175,1716,-8653,swipe_left,14
-7952,-2532,-16772,780,44,-254,swipe_left,14
-5388,-1028,-15320,-715,1071,891,swipe_left,14
